Vehicle ID,Repair Date,Repair Description,Cost,Parts Replaced,Repair Shop,Mechanic,Warranty Expiry
bf7ffed8-e955-4cbc-a6b9-607c095720de,2025-03-18,Engine Repair,3285.97,Timing Belt,Duncan and Sons,Blake Gutierrez,2025-03-11
cf6575bd-bda3-4bb6-99cd-7c495829b21f,2025-02-07,Battery Replacement,1767.7,Radiator,"May, Lane and Suarez",Michael Ramsey,2025-03-09
37a043c4-4ea8-49c2-ab49-abd8628265e9,2025-01-04,Suspension Repair,2255.88,Shock Absorbers,Lambert Ltd,Jason Gaines,2025-05-26
4fc2fa19-c87a-43c8-88d2-e5bd737f1093,2025-04-07,Suspension Repair,3498.06,Exhaust System,Hobbs Inc,Thomas Dawson,2025-06-17
c700c00e-2354-40a4-a737-981441060f52,2025-05-13,Battery Replacement,533.41,Radiator,Villa-Reeves,Sarah Jones,2025-01-05
a91bb8c7-a659-4068-bfee-cc82673c8d0a,2025-01-28,Battery Replacement,4815.38,Brake Pads,Smith and Sons,Christine Mason,2025-04-29
70cc0d8e-0faf-43a9-b523-71083f167f82,2025-03-03,Brake Service,4930.27,Exhaust System,"Mccormick, Miller and Perez",George Thomas,2025-06-26
8092bea0-36d6-49b4-b3fc-3dcfde7e4552,2025-03-04,Battery Replacement,1800.49,Exhaust System,"Gregory, Wilkinson and Stokes",Adrian Black,2025-05-26
d61c0f75-663f-4c85-8000-cdd820d8d586,2025-02-25,Battery Replacement,886.84,Shock Absorbers,"Lopez, Pittman and Lee",Eric Hawkins,2025-04-27
0bd33101-60cd-4a8a-80cb-f704c1b36bae,2025-02-03,Tire Replacement,1235.77,Brake Pads,Edwards and Sons,Jeffrey Yates,2025-03-13
a745674e-d671-41a6-8af2-5fd7fefde419,2025-07-07,Brake Service,2431.11,Alternator,Lawrence Group,Anthony Walters,2025-02-10
0d1c989c-6075-48cb-aa14-9a49466e60e4,2025-06-06,Transmission Repair,4752.61,Timing Belt,Phillips PLC,Kimberly Robles,2025-03-04
6dff51cf-197d-4aff-af08-3d5fe9db4b82,2025-03-04,Engine Repair,1844.8,Brake Pads,"Thompson, Morris and Lee",Jill Richardson,2025-06-17
96db3cf5-11b3-4e65-b2f5-a5bc29a0f9ad,2025-02-22,Clutch Replacement,4441.85,Shock Absorbers,"Nelson, Valentine and Larson",Alexis Roberson,2025-01-07
f6f0a619-cf8a-49a6-8d08-4bec38f1636f,2025-01-30,Engine Repair,2332.45,Brake Pads,"Jones, Taylor and Diaz",Timothy Parker,2025-05-04
20c5bd5c-1f01-4d64-b525-478ad072fa34,2025-01-11,Battery Replacement,687.44,Radiator,Horton LLC,Carrie Finley,2025-02-12
839f20a5-1fa7-449e-a9d1-145b4d93772c,2025-02-28,Battery Replacement,3769.31,Radiator,Burns-Torres,Jake Castro,2025-05-19
b18d1e91-180d-4bb7-a802-e6d07981769b,2025-07-08,Brake Service,4115.07,Radiator,Prince-Mccoy,Haley Sosa,2025-02-21
8f069084-840e-4fb3-88b5-8ba0f6204ff0,2025-06-18,Battery Replacement,3527.76,Shock Absorbers,"Douglas, Grant and Arroyo",Craig Pitts,2025-06-27
d7a2a699-fb2a-4735-af7b-0ee8a5e9b2e7,2025-01-31,AC Repair,3889.07,Brake Pads,"Stokes, Robinson and Osborne",George Hoffman,2025-04-01
3f0d7307-2538-49fb-be32-f86c760122a0,2025-06-09,Clutch Replacement,3686.23,Alternator,"Oconnor, Taylor and Ortega",Deborah Baldwin,2025-03-29
529e5a77-03d3-403d-9394-8ac1b13c0ea5,2025-04-02,AC Repair,1412.06,Exhaust System,"Christian, Harrell and Garrett",Christopher Stewart,2025-03-30
d3ac94da-0a61-430c-bfeb-3a99165783c2,2025-04-04,Suspension Repair,3098.61,Radiator,Adams-Weiss,Brandon Moody,2025-03-12
f30cd016-0a11-4d08-a797-8c89d9fdf5af,2025-03-30,Clutch Replacement,709.11,Timing Belt,"Moore, Gregory and Hall",Tina Wright,2025-02-15
2123e7bc-f24d-41ca-8db8-e04afc7b2a17,2025-01-24,Clutch Replacement,473.52,Brake Pads,Gonzalez-Gaines,Michael Pope,2025-03-08
78f6014d-c1cb-4fd8-ab58-dd42a0184cca,2025-05-03,Clutch Replacement,2755.61,Alternator,"Edwards, Watson and Martin",Julie Schmidt,2025-03-03
74b54c80-589a-4459-acef-e1f58763c493,2025-02-03,Brake Service,4202.1,Alternator,Mcclure Ltd,Lisa Small,2025-04-03
02b3c7b1-6a17-44c5-aed7-c9afca003014,2025-01-27,Brake Service,1578.89,Brake Pads,"Haas, Adkins and Bell",Brian Bryant,2025-01-14
36bcde7e-ca9a-4509-8380-2c2a88bc4305,2025-04-24,Suspension Repair,2997.24,Brake Pads,"Decker, Carlson and Cardenas",Kevin White,2025-06-25
5cf814a5-bc2c-4da2-a6cd-7b6d33648b58,2025-03-15,Transmission Repair,3447.45,Timing Belt,Kennedy-Wallace,Christian Johnson,2025-02-19
8258f0db-99f1-40a9-ad9e-0e2ea24fbc59,2025-06-22,Tire Replacement,4112.53,Shock Absorbers,Stafford LLC,Erica Hubbard,2025-05-10
2c888885-bee1-4acd-a47b-81666de9229e,2025-05-15,Battery Replacement,749.01,Alternator,"Paul, Pitts and Mann",Kimberly Reed,2025-04-27
9492a910-a30f-4e9e-ac17-295b4873ff0e,2025-06-06,Battery Replacement,503.49,Exhaust System,Velasquez-Rodgers,Jamie Wilson,2025-05-27
a6f8ac08-a0f5-4f3c-be0d-8e6c7ae8c37d,2025-06-04,Clutch Replacement,3641.64,Radiator,"Brock, Brooks and Perkins",Scott Rodriguez,2025-04-22
0d4c4457-43c8-4234-91c6-d9ef048be257,2025-04-26,Engine Repair,1903.49,Exhaust System,Evans LLC,Justin Taylor,2025-02-10
afd5ae99-384f-4545-b9c4-d1dd07425a1c,2025-06-05,Fuel System Repair,173.17,Brake Pads,Horn-Hughes,Kayla Thompson,2025-03-01
975f3575-047b-48f4-93c5-566354d3c948,2025-02-23,Engine Repair,3582.77,Timing Belt,Green-Johnston,Phillip Blackburn,2025-05-27
31d56946-f97d-4802-91e9-4ecb4059c221,2025-01-18,Clutch Replacement,2484.86,Timing Belt,"Rice, Cunningham and Martin",Ronald Kramer,2025-03-15
a342bb74-0f40-4e7c-89b2-bc0c5f1e6fc4,2025-06-28,Suspension Repair,1185.64,Alternator,"Simmons, Bell and Smith",Darrell Baker,2025-04-26
e99da484-86b9-437d-8daf-19c79a13e74a,2025-04-29,Tire Replacement,369.87,Timing Belt,Allen LLC,Stephen Smith,2025-02-05
56568ceb-467d-45c7-b819-86db575d2eb9,2025-02-09,Transmission Repair,435.61,Exhaust System,Monroe LLC,Kevin Bennett,2025-05-07
0335a1db-12cf-4e4b-bad1-cc65bc249a9c,2025-01-03,Suspension Repair,3190.58,Radiator,"Higgins, King and Wright",Alison Salazar,2025-06-27
28d08187-0a90-4894-ab2d-a37aa4568144,2025-03-06,Tire Replacement,166.26,Exhaust System,Burns Ltd,Carrie Byrd,2025-01-13
2f2a0fd6-78ad-4a50-a1d6-87a0cf691751,2025-01-16,Transmission Repair,2915.02,Exhaust System,Long-Owen,Samantha Powers,2025-02-23
28394502-a075-4371-9810-1a5c70d5e742,2025-02-18,Fuel System Repair,2894.42,Radiator,"White, Johnson and Salazar",Kayla Watson,2025-02-27
f9b45993-ca89-4b6d-a4d0-a88fa6e94a72,2025-02-01,Tire Replacement,3369.67,Shock Absorbers,Miller-Williams,Joy Martin,2025-04-30
30df77c1-94d7-4279-8a5c-0e2ba211c8ee,2025-03-15,Tire Replacement,527.25,Brake Pads,Anderson Ltd,Stephen Patton,2025-05-17
af7d5b89-950c-49be-89df-c05f877be3f3,2025-04-17,Suspension Repair,2418.53,Timing Belt,"Turner, Richard and Mejia",Thomas Powell,2025-01-13
e6e88a5d-1041-46a2-b7a4-845b154365a6,2025-06-26,Transmission Repair,624.72,Timing Belt,Davis and Sons,Patricia Cox,2025-03-29
0326d272-7556-4f7b-ae93-70583ccff72e,2025-05-07,Brake Service,1495.97,Timing Belt,Schneider-Dickerson,Shane Jones,2025-01-25
6dd7d888-5a5b-4da8-a919-5e6489ad9755,2025-07-09,AC Repair,3804.42,Timing Belt,Ross-Mcclure,David Copeland,2025-06-03
e16498d6-dcbd-4385-95cc-f0190e602ee7,2025-02-28,Transmission Repair,4074.22,Alternator,Smith PLC,Zachary Brown,2025-03-18
e9dc92ab-5258-42a6-a4a8-5b5d7aada498,2025-01-30,Tire Replacement,1216.77,Exhaust System,"Cox, Brooks and Hale",Jeffrey Bryant,2025-06-27
37f0803a-b989-4b5c-bd18-bcb54d41e72d,2025-02-07,Transmission Repair,2049.49,Shock Absorbers,Mcmahon-Moore,Tammy Mitchell,2025-01-31
769a8ad6-ec3e-44f7-877d-d637047d1dc7,2025-01-27,Suspension Repair,3672.05,Shock Absorbers,Moreno Group,Ryan Gregory,2025-06-30
9ac9b807-41d3-4fa8-9d7d-c845436395e5,2025-07-01,AC Repair,4709.49,Brake Pads,Melendez and Sons,Ryan Johnson,2025-06-04
ae993887-516a-4b7c-a4b6-c16f8519fc48,2025-04-09,Brake Service,3768.4,Brake Pads,"Williams, Dominguez and Burton",Michael Nash,2025-05-09
4a78fb9d-8645-4cd3-8f57-b5417444bd01,2025-03-03,Transmission Repair,4381.25,Alternator,Chavez Ltd,Anthony Costa,2025-04-07
feda468d-5a01-48bd-9bdb-0c16e70a826e,2025-05-25,Clutch Replacement,1923.44,Radiator,Hicks-Simmons,Donald Taylor DDS,2025-01-24
9fa5dcf3-fe26-406b-b7d6-038cde0be8c9,2025-02-01,Tire Replacement,3082.3,Shock Absorbers,Vargas-Young,Gregory Burton,2025-02-03
6092a5e7-454a-4751-b4eb-72c928e10666,2025-04-26,Engine Repair,3874.03,Alternator,Warner Ltd,Randy Bentley,2025-06-06
d1a93134-a0dc-4219-b7bf-821c6b3a5390,2025-03-01,Fuel System Repair,392.64,Shock Absorbers,"Moore, Jenkins and Wilson",Karen Jones,2025-05-02
02fad6bd-9923-4fd7-8401-2e5ab8c3fac4,2025-05-11,Engine Repair,634.21,Timing Belt,Vasquez-James,Wanda Rodriguez,2025-04-07
585930b5-744d-4a69-85c2-6dddede40574,2025-04-25,Battery Replacement,4567.05,Exhaust System,"White, Wallace and Lyons",Dr. Jared Skinner MD,2025-03-31
0ca4dbfc-b513-457c-b104-93d6ccd77e7f,2025-02-04,AC Repair,2539.83,Shock Absorbers,Peterson and Sons,Cynthia Barrett,2025-05-30
d44f05aa-e17a-47a4-ad07-55d9b7e531c5,2025-07-01,Transmission Repair,1592.0,Exhaust System,Young and Sons,Michael Rodriguez,2025-07-03
7e30e4f1-4b6c-47e8-8d63-5f33adcb9126,2025-03-27,Clutch Replacement,2715.4,Radiator,"Suarez, Hancock and Silva",David Hooper,2025-01-31
089960ab-e76d-44c8-84ba-799da9726773,2025-06-27,Clutch Replacement,516.57,Brake Pads,"Anderson, Nichols and Ramos",Jon Jones,2025-02-06
872d2a2e-c700-4052-ae70-b84bdcc25f05,2025-03-08,Battery Replacement,3132.25,Radiator,Powell-Davis,Amy Chandler,2025-03-13
58877cb7-7998-496e-86c6-1da4b79f4b46,2025-04-09,Fuel System Repair,1803.93,Radiator,"Horton, Carlson and Woods",Hector Schultz,2025-02-09
8d2f4023-1830-4cdc-9c31-5f13edec5bbb,2025-06-04,Suspension Repair,1050.28,Exhaust System,Ward-Walker,Francis Stevens,2025-05-21
c71b870f-6cbe-47ec-9923-e858f7837d7e,2025-03-11,Battery Replacement,4292.02,Timing Belt,Grant Inc,Keith Gardner,2025-04-12
f9064481-e842-4f2f-83cb-75562fe778f9,2025-04-07,Fuel System Repair,3209.62,Radiator,Buchanan-Sanchez,Sheila Carroll,2025-02-15
a329a474-ed2c-40b2-a212-7a758bb55cec,2025-02-10,Tire Replacement,1972.4,Shock Absorbers,Davenport-Barron,Amanda Mcbride,2025-01-23
8a29d75a-d789-4e83-b82b-1ad7d32b1d2e,2025-03-08,Transmission Repair,1417.21,Radiator,Rodriguez Ltd,Renee Wiggins,2025-03-06
3f3f840c-8f34-447b-9619-d50c9f84ffbc,2025-04-19,Fuel System Repair,852.88,Exhaust System,Brown-Velasquez,Robert Farmer,2025-03-17
896f570e-f95c-425e-aa0d-752ed0ee5702,2025-01-14,AC Repair,3386.78,Alternator,Wood and Sons,Lance Barton,2025-04-22
9c5ee29d-a295-4d89-af1e-7b2ec1709387,2025-04-08,Tire Replacement,4074.79,Exhaust System,Rodriguez Ltd,Kristin Rogers,2025-01-18
6f4f8c5b-6574-4610-9759-288ecca3cae2,2025-07-06,Tire Replacement,1633.79,Brake Pads,Frank Group,Timothy Cline,2025-01-23
bd89d464-e521-4605-88d4-324d98d8e79c,2025-04-03,Clutch Replacement,4212.24,Brake Pads,Walter Group,Heidi Robinson,2025-05-21
8be7cd53-c774-49d5-8b1f-bf72e5f4d83e,2025-05-25,Clutch Replacement,4884.28,Shock Absorbers,Chavez-Brown,Micheal Allen,2025-03-01
8bfbfa91-26bc-476f-b21f-ef78d61db146,2025-02-11,AC Repair,1220.91,Exhaust System,Day-Gonzalez,Norman Watkins,2025-01-10
2a4237fd-5616-4810-9099-68bbee5cabc5,2025-06-29,Tire Replacement,3079.97,Exhaust System,Henderson-Smith,Frank Wilson,2025-05-21
60475693-701b-4958-9da1-98f32852ee79,2025-02-26,Tire Replacement,2750.39,Alternator,Vargas-Phillips,Katherine Myers,2025-02-24
fc5b4cd7-1946-4ce1-b8e3-ce4bb2444fe2,2025-07-04,Clutch Replacement,729.39,Radiator,"Collins, Williams and Harvey",Madison Oliver,2025-03-09
b5e0638f-012e-4057-a640-0673b0b88c23,2025-04-18,Battery Replacement,518.71,Timing Belt,Gill-Harris,James Ortiz,2025-06-17
7f533470-468c-4b94-aabf-7f5c26b999b5,2025-06-12,Clutch Replacement,323.74,Alternator,Bennett and Sons,Jonathan Turner,2025-04-20
b0e5015b-96dc-4594-a61c-134d730f7f8c,2025-03-13,Brake Service,3148.67,Exhaust System,Vargas-Lyons,Ashley Andrews,2025-07-03
26b3d04c-5c85-44c0-817d-8d9c35e92700,2025-01-25,Fuel System Repair,4787.13,Exhaust System,Hamilton LLC,Stephanie Hale,2025-03-05
007ab407-bfe7-410b-93c1-ea880959e953,2025-02-09,Fuel System Repair,3052.44,Alternator,Mora Group,Bridget Sheppard,2025-03-24
bb20f4d8-02d3-4618-bfae-1f2cfe18b1b7,2025-06-15,AC Repair,1425.75,Exhaust System,Gilbert-Hughes,James Stone,2025-04-02
36eb86d7-fdf7-4e37-9870-7976619f8574,2025-05-22,Engine Repair,3561.42,Brake Pads,Richard and Sons,Carl Burns,2025-06-16
516a9445-ceb3-420e-b946-0b8727c78f39,2025-04-02,Suspension Repair,4822.0,Brake Pads,Ward Group,Michelle Owens,2025-05-15
30defaa8-4acb-4872-81a4-b955288d65a0,2025-02-28,AC Repair,3971.02,Alternator,Ward PLC,Michelle Ortiz,2025-06-11
37cde591-3983-46a0-86e4-cd6d8d916b3b,2025-06-23,Clutch Replacement,425.2,Brake Pads,Garcia Inc,Leslie Mills,2025-04-05
a7c3f31a-1246-4d23-9fbc-74cf5bbd66d2,2025-03-18,Transmission Repair,2141.74,Brake Pads,Chandler and Sons,Catherine Griffin,2025-03-09
1698a7d3-5fdb-479b-a812-da82f7e0af56,2025-01-25,Brake Service,4789.01,Alternator,"Cook, Wallace and Smith",Dwayne Jimenez,2025-01-04
d3a80d5a-c9bf-421f-bce0-1947eec5ee0a,2025-01-23,Transmission Repair,3359.86,Shock Absorbers,Decker-Owens,Dennis Brown,2025-03-25
cbe45120-1c63-4696-940d-324a2f910619,2025-06-25,Battery Replacement,1333.34,Radiator,"Jones, Rojas and Wong",Kimberly Scott,2025-01-13
23f7a591-72c6-4433-9005-1b98e004ea33,2025-01-19,Fuel System Repair,3870.79,Alternator,Smith-Sharp,Rachel Huynh,2025-07-06
ccf2ae12-c932-43e7-9fb3-260fd1f6270d,2025-03-31,Fuel System Repair,468.65,Brake Pads,Gomez-Shelton,Margaret Robbins,2025-03-06
aeff5ab5-1e20-46e4-aa23-6fb5547e3d39,2025-02-06,Fuel System Repair,4096.63,Exhaust System,Hansen LLC,Judy Navarro,2025-04-29
b7e443f0-60a2-4ec8-89c6-a5fffdea78d9,2025-03-04,Transmission Repair,2405.25,Shock Absorbers,"Cole, Hicks and Brown",Lawrence Rodriguez,2025-02-15
66df9cdc-4618-494a-bfc0-268c6f3b6a55,2025-04-06,Fuel System Repair,3126.26,Brake Pads,Baker Inc,Gabriel Kennedy,2025-01-05
04998001-ec50-44f6-9509-46a7a67f3731,2025-02-21,Clutch Replacement,3673.49,Alternator,Manning-Moore,Cody Merritt,2025-02-14
4aba3702-995f-4ed0-aab8-006b8c225f7a,2025-02-06,Engine Repair,1754.21,Exhaust System,Walls-Larson,Michael Holland,2025-04-21
3ae0f7f9-c53f-4adc-bfe8-703fc79cbcc0,2025-07-06,Engine Repair,4074.57,Alternator,Brown PLC,Michele Gonzalez,2025-02-16
3920312f-630f-4f9b-b061-caac781f208f,2025-06-29,Brake Service,2683.9,Radiator,Schwartz-Vazquez,Michelle Cowan,2025-05-15
45610086-4cbe-4d4b-bf50-aacdce8df1ff,2025-05-03,Transmission Repair,2388.07,Brake Pads,Williams-Salazar,Charles Silva,2025-02-26
464c7885-f623-483a-97ef-db4f3c4757b7,2025-03-14,AC Repair,4949.66,Exhaust System,Fowler Inc,Joshua Cooper,2025-05-08
a642bee8-a152-47a7-84ea-b3fd3a91c2b2,2025-07-07,Fuel System Repair,4288.63,Brake Pads,"Washington, Washington and Klein",Cathy Gilbert,2025-03-17
55e6789b-4432-405e-a024-faf4e431ecbe,2025-04-09,Battery Replacement,3557.66,Brake Pads,"Smith, Bray and Cox",Ashley Mcpherson,2025-06-11
6aa1de1b-0855-4945-9a57-8fc629f7adee,2025-06-01,Transmission Repair,3496.8,Alternator,"Scott, Smith and Owens",Dylan Cortez,2025-01-19
f041dd6f-98a7-441c-8d5a-f55b24fdcaea,2025-02-12,Suspension Repair,2240.8,Exhaust System,Kim-Wang,Tamara Mckay,2025-01-29
0574ac45-d10b-484a-8094-fc3c7f4ed9d4,2025-07-03,Fuel System Repair,3156.0,Shock Absorbers,Warren-Stanton,Suzanne Pierce,2025-01-31
42876fae-c446-471b-b3a2-d8d2d5ecc03a,2025-05-17,Clutch Replacement,4187.68,Radiator,Castro-Brown,Jeffrey Richardson,2025-07-04
b8927e60-50da-420d-a287-0dc202141673,2025-03-05,Engine Repair,490.09,Timing Belt,Ward Inc,Stuart King,2025-05-18
b18b43a8-8990-43fc-9ddb-5a04671e562d,2025-03-26,Fuel System Repair,3127.57,Alternator,Steele Ltd,Dennis Graham,2025-02-04
a09d8ffb-8d65-4217-b66e-34b04a69c5a3,2025-02-06,Engine Repair,2667.99,Shock Absorbers,"Nguyen, Garcia and Valdez",Emily Brown,2025-05-05
895c1960-51e9-48f4-a951-79fb9ad0cde8,2025-01-22,AC Repair,1813.99,Timing Belt,Carter Inc,Donald Cummings,2025-01-30
485057f5-d418-45d1-a037-4f3d1547d0d9,2025-02-02,Brake Service,3065.99,Shock Absorbers,"Grant, Wilson and Jones",Donald Casey,2025-03-08
f5870889-d73c-4236-893e-101654d903e3,2025-06-19,Fuel System Repair,4478.68,Alternator,Campbell LLC,Hannah Green,2025-01-06
d91f76dc-8360-4856-9bc6-d3bf8edb8f43,2025-03-03,Suspension Repair,498.64,Timing Belt,Pittman-Turner,Melissa Rivera,2025-03-31
c5af7011-7479-41ae-b151-9f78afc2e67b,2025-05-15,Battery Replacement,1635.81,Brake Pads,Anderson LLC,Jonathan Rodriguez,2025-05-19
ef7c36bc-7b40-4767-9b8f-4066d06f466b,2025-02-17,Brake Service,4713.0,Brake Pads,Griffin-Taylor,Ronald Ashley,2025-03-26
9a026e58-67d3-42d6-9bf0-735a50682b5e,2025-01-06,Transmission Repair,1557.68,Brake Pads,Murillo LLC,Madison Rodriguez,2025-01-11
74971939-2da5-427d-8ec3-7f266bf68692,2025-05-03,AC Repair,1973.52,Radiator,Butler LLC,Jerry Avila,2025-05-29
8d381a5d-a7ac-4f41-8fcc-6dc78dc31c68,2025-02-06,Fuel System Repair,4726.08,Alternator,Green Group,David Williams,2025-06-04
7111da4d-b137-4d35-823b-001d0e9315d1,2025-06-21,Battery Replacement,813.52,Timing Belt,Sherman-Harris,Mary White,2025-01-21
f8639fea-1939-4c51-b218-149f358d1ccb,2025-05-12,Transmission Repair,4909.67,Brake Pads,Robertson-French,Taylor Lane,2025-06-10
cba28a4a-b22d-4618-a390-b65384b9c7d9,2025-01-11,Tire Replacement,887.37,Alternator,Vasquez LLC,Mr. Henry Myers,2025-07-08
6bcf9e96-7575-414a-8b00-888dc575e83a,2025-02-27,AC Repair,153.41,Exhaust System,Jordan Inc,Ashlee Robinson,2025-05-27
b058ddcf-8b8a-481a-82f9-bda1d83a932e,2025-06-15,Tire Replacement,2753.81,Timing Belt,"Sanchez, Hancock and Dalton",Cheryl Baker,2025-05-09
e7ef3bb9-bd17-4298-874a-7885d4084148,2025-03-15,AC Repair,4943.96,Brake Pads,"Smith, Mcgrath and Donovan",Michael Johnson,2025-05-05
aeef055b-356b-4b8d-bf40-30d9f88d0fb3,2025-04-09,Engine Repair,4698.35,Brake Pads,"Tate, Hess and Cuevas",Tina Sullivan,2025-04-05
4fa2c610-c3f9-41b2-9e8c-caaa609bac7b,2025-05-06,Clutch Replacement,836.76,Timing Belt,"Gay, Nielsen and Morales",Steven Wheeler,2025-02-27
dddb6b85-bf03-44da-9f47-f932f43a5b70,2025-06-18,Transmission Repair,1312.62,Exhaust System,Horton Group,Jamie Greene,2025-06-24
ca7c54b7-147a-4789-aca6-5ba0ac02b889,2025-03-12,Transmission Repair,4220.87,Brake Pads,"Perez, Jacobson and Wright",Jennifer Lopez,2025-06-04
d786b321-f788-4310-8506-f4d97b094669,2025-03-28,Engine Repair,2373.78,Brake Pads,"Tyler, Parker and Sullivan",Brandi Howard,2025-06-09
51ce4ec3-7fe6-4e50-8786-1aa81996546c,2025-05-26,Tire Replacement,3793.86,Radiator,"Frey, Tucker and Smith",Gregory Alexander,2025-03-03
3db77c44-7625-473f-9dbb-c6cefd31981d,2025-05-16,Tire Replacement,1680.77,Alternator,Ramirez PLC,Thomas Mckenzie,2025-02-13
98904e14-56de-4b19-b606-fe87b0c31a70,2025-04-06,Fuel System Repair,2392.96,Exhaust System,Jones-Thompson,Matthew Curtis,2025-06-27
1390bf64-c58c-4643-9d5d-f7f7749bf52d,2025-04-15,AC Repair,2138.14,Timing Belt,Santiago-Jenkins,Michael David,2025-04-15
c78cef1c-8d26-46c0-aa25-b2b4f3f89d79,2025-01-06,Engine Repair,723.56,Timing Belt,"Gonzalez, Sampson and Mitchell",Lynn Rangel,2025-01-30
03fe0f83-9bf6-4d21-95ae-49f578cc499e,2025-02-25,AC Repair,2791.87,Shock Absorbers,Dominguez Ltd,Carl Williams,2025-05-07
749ef4d5-b3e6-44b9-884d-a64209d7ab2d,2025-01-03,Battery Replacement,2790.26,Exhaust System,Mann-Miller,Thomas Trevino,2025-02-05
27b49fb9-1bbe-4271-a36f-7920dfa6da36,2025-05-25,Brake Service,521.64,Shock Absorbers,Johnson and Sons,Larry Smith,2025-07-03
6e7a06fa-a5b1-4e42-89d4-eebd6819b653,2025-01-09,Suspension Repair,4768.02,Alternator,"Lewis, Stafford and Hickman",Rachel Brown,2025-03-11
c8319c1f-bda8-4aef-bfe5-4171a9f6847b,2025-05-12,Battery Replacement,2573.66,Shock Absorbers,"Fry, Smith and Weaver",Elizabeth Wilcox,2025-03-13
76eea6fb-71ed-42c7-9520-716d0180296a,2025-01-11,Suspension Repair,2162.84,Timing Belt,"Pham, Stewart and Bailey",Jason Richardson,2025-05-01
ddddf64c-066c-4a00-8872-2fa0c6fd6ce4,2025-04-08,Fuel System Repair,1478.77,Exhaust System,Cobb-Holt,Sarah Kennedy,2025-05-14
926503e0-0c75-4527-89a6-e0b69d228b1e,2025-01-10,Engine Repair,2912.39,Timing Belt,"Diaz, Stark and Campbell",Harry Ellis,2025-07-08
91585897-1787-4aeb-a5de-4c1ef9eed780,2025-05-18,Clutch Replacement,1323.9,Radiator,Levy PLC,Robert Anderson,2025-05-29
b1694e8a-4498-400e-aabf-5c9798fb6f41,2025-04-17,Engine Repair,3942.98,Brake Pads,Spencer-Rios,Stephanie Summers,2025-05-28
0c5e41ab-554d-4a6a-a123-ea7477d6474f,2025-04-17,Brake Service,4506.78,Exhaust System,Odom-Thompson,Pamela Hayes,2025-01-16
c307691d-5922-4b6e-a4ec-298c5ffda5dd,2025-02-19,Clutch Replacement,1272.08,Alternator,Russell-Rowe,Gary Vang,2025-02-21
6347504d-69e9-47af-b9e1-3a6f7ad8932f,2025-04-11,Transmission Repair,3306.12,Brake Pads,"Anderson, Jackson and Bass",Kevin Jackson,2025-05-26
381634d9-5e79-4608-b9b9-9f6ee7cfc7ca,2025-02-17,Suspension Repair,3962.44,Exhaust System,Allen PLC,Dawn Strickland,2025-05-22
a55c0772-3739-42ee-82a6-7c2c11413747,2025-02-04,AC Repair,1579.99,Shock Absorbers,Morgan-Collins,Jeremy Kennedy,2025-01-31
9c156b7f-efd2-49fb-b237-47ccd2b1d934,2025-04-20,Fuel System Repair,1734.39,Shock Absorbers,"Gregory, Garcia and Vargas",Jeffrey Little,2025-01-15
35ad79a9-1181-4493-91a2-ef52f6b325b9,2025-04-20,Transmission Repair,178.37,Radiator,Hurst and Sons,Katherine Kennedy,2025-02-04
5a5918aa-257c-4680-a945-d9bf67286b5b,2025-01-25,Clutch Replacement,4301.97,Alternator,"Lee, Craig and Hansen",Mike Wilkins,2025-06-21
f4bc58b3-b8b2-406a-89ce-66f27b1828ef,2025-04-14,Brake Service,1265.78,Shock Absorbers,Stone Group,Jeremy Larson,2025-04-01
e354cab4-0d9c-4536-b847-6c8062f71e15,2025-03-16,Brake Service,3674.98,Radiator,Walker LLC,Sandra Torres,2025-02-20
dd9b22ad-f835-4ee3-9d53-6981885e48c9,2025-02-10,Clutch Replacement,790.11,Shock Absorbers,"Burns, Collins and Schaefer",Kyle Peterson,2025-05-06
41fce93a-df5a-4729-a963-cb197538825d,2025-05-21,Brake Service,3180.31,Shock Absorbers,Flowers PLC,Matthew Nunez,2025-04-26
c27d8d58-3f18-48c8-9c06-1aa499fa98e4,2025-05-25,Transmission Repair,663.72,Shock Absorbers,Torres PLC,Justin Barker,2025-05-17
246ecd43-bd7c-48a4-8f54-38b9cc1f750a,2025-01-09,Suspension Repair,456.86,Timing Belt,"Hartman, Cooper and Young",Alicia Arnold,2025-05-15
7802032f-2753-42b7-a340-0b295ce6721c,2025-05-17,Battery Replacement,3670.82,Brake Pads,Cisneros-Hill,Kristy Gonzalez,2025-05-18
243c1ff2-6999-44e2-abdc-c0ad2d76e6de,2025-05-19,Engine Repair,289.34,Exhaust System,Combs-Huang,Tammy Wright,2025-03-22
981117e2-be16-4c7a-8c5b-da9c5414ed64,2025-04-09,AC Repair,4772.61,Radiator,Flores and Sons,Joseph Moreno,2025-06-08
8848a345-eaf2-487d-902f-cf29ec74cc41,2025-06-07,AC Repair,2931.15,Shock Absorbers,Parsons-Nguyen,Rhonda Lopez,2025-05-31
b142a5db-2cd4-48f9-85c1-18ef7dee20d9,2025-01-26,Suspension Repair,309.1,Shock Absorbers,"Liu, Parker and Adams",Timothy Haynes,2025-03-08
0011eaee-26e8-4351-b453-835671e3cfd1,2025-07-09,Transmission Repair,235.68,Exhaust System,"Wood, Sanchez and Reed",Caroline Montes,2025-04-03
53586c55-70d1-4fb9-a6a8-43dd7efb7553,2025-03-24,Clutch Replacement,3801.67,Brake Pads,Tucker LLC,Tony Spencer,2025-06-22
